Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,Year,Total Attendance,Total_Attendances,Total_Over4hrs,Over4hr_Percentage,Total_Emergency,Emergency_Rate,Waited_12hr_Rate,Log_Total_Attendances,Prediction
MSitAE-SEPTEMBER-2021,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,6517,6517,0,0.0,0,0.0,0.0,8.782322859397507,2.0451155646753243
MSitAE-SEPTEMBER-2021,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,3305,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2021.0,3305,3305,27,0.8169440242057489,0,0.0,0.0,8.10349427838097,3.098930801501476
MSitAE-SEPTEMBER-2021,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,3361,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,2021.0,3361,3361,267,7.944064266587326,0,0.0,0.0,8.120291313968561,3.1464722418416415
MSitAE-SEPTEMBER-2021,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,3271,3271,0,0.0,0,0.0,0.0,8.093156697722637,3.098930801501476
MSitAE-SEPTEMBER-2021,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4377,0,0,57,0,19,1930,0,0,0,0,0,207,11,958,0,0,164,2021.0,4377,4377,1930,44.09412839844642,958,0.218871373086589,0.002513136851724926,8.384347278082808,26.524295460799717
MSitAE-SEPTEMBER-2021,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,2365,2365,0,0.0,0,0.0,0.0,7.768956044538332,2.9845729761689848
MSitAE-SEPTEMBER-2021,G82071,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,3775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,3775,3775,0,0.0,0,0.0,0.0,8.236420527265391,3.8357405600653816
MSitAE-SEPTEMBER-2021,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1453,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2021.0,1453,1453,4,0.27529249827942187,0,0.0,0.0,7.282073658093465,0.7851386495792149
MSitAE-SEPTEMBER-2021,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,870,0,0,608,0,0,5,0,0,1,0,0,0,0,0,0,2021.0,870,870,5,0.5747126436781609,0,0.0,0.0,6.769641976852503,0.7610793096612869
MSitAE-SEPTEMBER-2021,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,1627,1627,0,0.0,0,0.0,0.0,7.395107546562485,0.7851386495792149
MSitAE-SEPTEMBER-2021,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,1313,1313,0,0.0,0,0.0,0.0,7.1808311990445555,0.7610793096612869
MSitAE-SEPTEMBER-2021,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2021.0,2832,2832,1,0.03531073446327684,0,0.0,0.0,7.949091499830517,3.127441483433498
MSitAE-SEPTEMBER-2021,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,471,471,0,0.0,0,0.0,0.0,6.156978985585555,0.13429263603326294
MSitAE-SEPTEMBER-2021,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8199,673,3088,1319,0,173,0,0,0,0,0,0,1030,0,3534,0,52,1650,2021.0,11960,11960,0,0.0,3586,0.29983277591973245,0.0,9.389406636049465,21.056714766551785
MSitAE-SEPTEMBER-2021,C82010,NHS ENGLAND MIDLANDS ,OAKHAM MEDICAL PRACTICE,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,260,260,0,0.0,0,0.0,0.0,5.564520407322694,0.14057975583697055
MSitAE-SEPTEMBER-2021,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,8594,1118,2590,0,0,0,3376,0,56,0,0,0,572,0,3143,829,0,655,2021.0,12302,12302,3432,27.897902780035764,3972,0.322874329377337,0.0,9.41759841406017,21.056714766551785
MSitAE-SEPTEMBER-2021,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14841,0,0,0,0,0,3222,0,0,0,0,0,687,0,2912,0,0,859,2021.0,14841,14841,3222,21.710127349909037,2912,0.1962131931810525,0.0,9.60521627853008,21.12428935849144
MSitAE-SEPTEMBER-2021,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8418,0,0,440,0,0,0,0,0,0,0,0,881,0,2130,0,0,408,2021.0,8418,8418,0,0.0,2130,0.25302922309337134,0.0,9.038246335337664,21.003601966589518
MSitAE-SEPTEMBER-2021,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,2144,0,0,67,0,0,43,0,0,0,0,0,0,0,0,0,2021.0,2144,2144,43,2.0055970149253732,0,0.0,0.0,7.6708948313621175,2.5482630994119946
MSitAE-SEPTEMBER-2021,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,2913,2913,0,0.0,0,0.0,0.0,7.97728198675515,3.127441483433498
MSitAE-SEPTEMBER-2021,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2021.0,437,437,0,0.0,0,0.0,0.0,6.082218910376446,0.13429263603326294
MSitAE-SEPTEMBER-2021,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5707,0,9481,0,0,0,3357,0,281,0,0,0,805,373,2045,0,18,963,2021.0,15188,15188,3638,23.953120884909136,2063,0.13583091914669476,0.024558862259678692,9.62832676063802,29.261155085213215
MSitAE-SEPTEMBER-2021,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3038,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,2021.0,3038,3038,320,10.533245556287032,0,0.0,0.0,8.019283792916793,3.112025685563332
MSitAE-SEPTEMBER-2021,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,1476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2021.0,1476,1476,1,0.06775067750677506,0,0.0,0.0,7.29776828253138,0.7851386495792149
MSitAE-SEPTEMBER-2021,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,7106,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,7106,7106,0,0.0,0,0.0,0.0,8.868835492826895,2.1399187852417625
MSitAE-SEPTEMBER-2021,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,13333,1225,6947,337,0,0,5466,179,113,27,0,0,1440,12,3052,0,0,449,2021.0,21505,21505,5758,26.775168565449896,3052,0.14192048360846315,0.0005580097651708905,9.976087244950472,20.15394833887839
MSitAE-SEPTEMBER-2021,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,1741,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,1741,1741,0,0.0,0,0.0,0.0,7.462789157412448,0.7851386495792149
MSitAE-SEPTEMBER-2021,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0,0,1212,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,1212,1212,0,0.0,0,0.0,0.0,7.10085190894405,0.7610793096612869
MSitAE-SEPTEMBER-2021,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,2235,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,2021.0,2235,2235,69,3.087248322147651,0,0.0,0.0,7.71244383427499,2.6567812446258965
MSitAE-SEPTEMBER-2021,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7625,0,0,643,0,0,307,0,0,3,0,0,0,0,0,0,2021.0,7625,7625,307,4.026229508196721,0,0.0,0.0,8.939318740417509,2.1546226796037757
MSitAE-SEPTEMBER-2021,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12168,0,5564,420,0,24,5076,0,12,106,0,0,1062,36,3438,0,0,1296,2021.0,17732,17732,5088,28.693886758402886,3438,0.19388675840288744,0.0020302278366794496,9.78318258949248,25.18929612482709
MSitAE-SEPTEMBER-2021,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1809,0,0,60,0,0,17,0,0,0,0,0,0,0,0,0,2021.0,1809,1809,17,0.9397457158651189,0,0.0,0.0,7.501082124259871,0.8525115906053758
MSitAE-SEPTEMBER-2021,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,844,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2021.0,844,844,8,0.9478672985781991,0,0.0,0.0,6.739336627357174,0.7610793096612869
MSitAE-SEPTEMBER-2021,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10134,0,851,162,0,0,1910,0,0,17,0,0,714,0,2660,0,0,420,2021.0,10985,10985,1910,17.38734638142922,2660,0.24214838416021847,0.0,9.304377013902565,21.056714766551785
MSitAE-SEPTEMBER-2021,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5559,0,2952,200,0,20,2943,0,8,97,0,0,645,85,1871,0,0,1100,2021.0,8511,8511,2951,34.6727764070027,1871,0.21983315709082363,0.009987075549289156,9.049232211581426,32.48393572182802
MSitAE-SEPTEMBER-2021,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,13112,0,6286,166,0,1132,3867,0,28,0,0,13,994,16,5282,0,0,789,2021.0,19398,19398,3895,20.07938962779668,5282,0.2722961130013403,0.0008248273017836891,9.872976797331106,26.322178940062642
MSitAE-SEPTEMBER-2021,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10188,0,0,118,0,0,1420,0,0,0,0,0,157,3,1744,0,0,177,2021.0,10188,10188,1420,13.937966234786023,1744,0.171181782489203,0.0002944640753828033,9.229063985974285,20.959404155805558
MSitAE-SEPTEMBER-2021,RBN,NHS ENGLAND NORTH WEST ,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9962,0,5594,168,0,0,4553,0,63,53,0,0,367,0,3954,0,0,332,2021.0,15556,15556,4616,29.673437901774236,3954,0.2541784520442273,0.0,9.652265977087122,19.9078578208561
MSitAE-SEPTEMBER-2021,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11716,0,7,127,0,302,3337,0,0,26,0,0,423,0,3406,0,0,1114,2021.0,11723,11723,3337,28.46540987801757,3406,0.29053996417299327,0.0,9.369393301830783,21.056714766551785
MSitAE-SEPTEMBER-2021,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,303,0,0,1657,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,303,303,0,0.0,0,0.0,0.0,5.717027701406222,0.13429263603326294
MSitAE-SEPTEMBER-2021,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10454,0,0,0,0,760,2876,0,0,0,0,49,227,8,2179,0,0,274,2021.0,10454,10454,2876,27.51100057394299,2179,0.20843696192844843,0.0007652573177731012,9.254835611862735,25.89849797031547
MSitAE-SEPTEMBER-2021,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,6286,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2021.0,6286,6286,28,0.4454342984409799,0,0.0,0.0,8.74623928838306,2.0451155646753243
MSitAE-SEPTEMBER-2021,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,4796,0,0,244,0,0,544,0,0,0,0,0,0,0,0,0,2021.0,4796,4796,544,11.34278565471226,0,0.0,0.0,8.475746001502063,3.7786748430183628
MSitAE-SEPTEMBER-2021,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,27,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,27,27,0,0.0,0,0.0,0.0,3.332204510175204,0.12613126774092598
MSitAE-SEPTEMBER-2021,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5582,0,0,0,0,0,1529,0,0,0,0,0,0,0,1046,0,0,210,2021.0,5582,5582,1529,27.391615908276602,1046,0.18738803296309567,0.0,8.62748154531036,21.16187343105904
MSitAE-SEPTEMBER-2021,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,500,500,0,0.0,0,0.0,0.0,6.2166061010848646,0.13429263603326294
MSitAE-SEPTEMBER-2021,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,129,0,0,1481,0,0,0,0,0,1,0,0,0,0,0,0,2021.0,129,129,0,0.0,0,0.0,0.0,4.867534450455582,0.1272330147060692
MSitAE-SEPTEMBER-2021,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,911,0,0,0,0,0,10,0,0,0,0,0,0,0,4,501,2021.0,911,911,10,1.0976948408342482,4,0.0043907793633369925,0.0,6.815639990074331,0.7610793096612869
MSitAE-SEPTEMBER-2021,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5653,0,2313,263,0,94,1252,0,24,35,0,2,316,6,2312,0,0,544,2021.0,7966,7966,1276,16.01807682651268,2312,0.29023349234245543,0.0007532011046949536,8.983063289380366,28.828743776795108
MSitAE-SEPTEMBER-2021,NJS05,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,4928,0,0,412,0,0,808,0,0,0,0,0,0,0,0,0,2021.0,4928,4928,808,16.3961038961039,0,0.0,0.0,8.502891406705377,3.854927839285816
MSitAE-SEPTEMBER-2021,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8592,0,3949,0,0,0,3006,0,1055,0,0,0,751,8,2568,0,0,1200,2021.0,12541,12541,4061,32.381787736225185,2568,0.20476835977992186,0.0006379076628658002,9.436838291102966,25.502615603774107
MSitAE-SEPTEMBER-2021,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2021.0,191,191,1,0.5235602094240838,0,0.0,0.0,5.2574953720277815,0.14747895568995345
MSitAE-SEPTEMBER-2021,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,1665,1665,0,0.0,0,0.0,0.0,7.418180822726788,0.7851386495792149
MSitAE-SEPTEMBER-2021,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1120,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2021.0,1120,1120,4,0.35714285714285715,0,0.0,0.0,7.02197642307216,0.7610793096612869
MSitAE-SEPTEMBER-2021,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,30,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,30,30,0,0.0,0,0.0,0.0,3.4339872044851463,0.12613126774092598
MSitAE-SEPTEMBER-2021,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,97,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,97,97,0,0.0,0,0.0,0.0,4.584967478670572,0.12698048945354393
MSitAE-SEPTEMBER-2021,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5851,0,6139,0,0,779,3072,0,725,0,0,67,614,4,1527,0,0,488,2021.0,11990,11990,3797,31.668056713928273,1527,0.1273561301084237,0.0003336113427856547,9.391911647379434,20.07411448280928
MSitAE-SEPTEMBER-2021,RBZ,NHS ENGLAND SOUTH WEST ,NORTHERN DEVON HEALTHCARE NHS TRUST,4511,0,0,329,0,0,1160,0,0,37,0,0,330,1,1179,0,0,426,2021.0,4511,4511,1160,25.714919086677014,1179,0.26136111726889827,0.00022168033695411216,8.414495793177895,26.712804461500927
MSitAE-SEPTEMBER-2021,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4375,291,1247,259,0,0,1311,0,0,117,0,0,192,0,1235,0,0,789,2021.0,5913,5913,1311,22.171486555048197,1235,0.20886182986639606,0.0,8.685077700412423,21.16187343105904
MSitAE-SEPTEMBER-2021,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,34081,0,202,2,0,0,15248,0,0,1,0,0,4966,47,9941,0,0,3597,2021.0,34283,34283,15248,44.4768544176414,9941,0.2899687891958113,0.0013709418662310765,10.442434052018774,32.901235214919254
MSitAE-SEPTEMBER-2021,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,12386,1260,6729,330,0,155,3646,9,86,106,0,0,305,0,4156,24,0,1363,2021.0,20375,20375,3741,18.36073619631902,4180,0.20515337423312882,0.0,9.922113016659292,14.767027113486401
MSitAE-SEPTEMBER-2021,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6041,0,1700,162,0,197,1265,0,13,0,0,0,337,0,1587,0,0,136,2021.0,7741,7741,1278,16.50949489730009,1587,0.20501227231623823,0.0,8.954415331137593,21.003601966589518
MSitAE-SEPTEMBER-2021,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,0,0,6658,0,0,355,0,0,38,0,0,0,0,0,0,0,0,0,2021.0,6658,6658,38,0.5707419645539201,0,0.0,0.0,8.803724602110622,2.0451155646753243
MSitAE-SEPTEMBER-2021,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0,0,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,1604,1604,0,0.0,0,0.0,0.0,7.380879035564116,0.7851386495792149
MSitAE-SEPTEMBER-2021,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,7253,0,3998,521,0,136,2351,0,91,79,0,0,784,5,2827,0,0,763,2021.0,11251,11251,2442,21.704737356679406,2827,0.25126655408408144,0.00044440494178295264,9.328301169609748,25.820039940456795
MSitAE-SEPTEMBER-2021,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5296,0,0,0,0,0,581,0,0,0,0,0,45,0,1759,0,0,316,2021.0,5296,5296,581,10.970543806646525,1759,0.33213746223564955,0.0,8.574895901544526,17.405570691747762
MSitAE-SEPTEMBER-2021,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5608,0,2705,6,0,36,1391,0,23,0,0,0,532,0,1782,0,0,570,2021.0,8313,8313,1414,17.00950318777818,1782,0.21436304583182966,0.0,9.025696119812583,21.003601966589518
MSitAE-SEPTEMBER-2021,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8019,0,5001,539,0,86,2267,0,59,121,0,0,294,0,1695,0,0,536,2021.0,13020,13020,2326,17.864823348694316,1695,0.13018433179723501,0.0,9.474318717728728,21.056714766551785
MSitAE-SEPTEMBER-2021,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,1055,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2021.0,1055,1055,5,0.47393364928909953,0,0.0,0.0,6.962243464266207,0.7610793096612869
MSitAE-SEPTEMBER-2021,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4161,0,0,591,0,0,12,0,0,0,0,0,0,0,0,10,2021.0,4161,4161,12,0.2883922134102379,0,0.0,0.0,8.33375100695358,3.779681755760912
MSitAE-SEPTEMBER-2021,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9556,0,5094,26,0,46,2059,0,490,7,0,6,456,10,3416,0,8,386,2021.0,14650,14650,2549,17.399317406143343,3424,0.23372013651877133,0.0006825938566552901,9.592263871501313,25.70630236502952
MSitAE-SEPTEMBER-2021,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,10843,0,6557,221,0,137,4182,0,833,33,0,17,1039,23,4743,0,9,801,2021.0,17400,17400,5015,28.82183908045977,4752,0.2731034482758621,0.0013218390804597701,9.76428295481558,26.54271806868218
MSitAE-SEPTEMBER-2021,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13676,2181,11577,0,0,0,8898,271,1533,0,0,0,1266,454,4014,0,0,782,2021.0,27434,27434,10702,39.009987606619525,4014,0.14631479186411023,0.016548808048407086,10.219574849493076,34.48076542714137
MSitAE-SEPTEMBER-2021,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7295,0,406,0,0,5,2665,0,15,0,0,0,554,0,2324,0,7,1535,2021.0,7701,7701,2680,34.80067523698221,2331,0.30268796260225944,0.0,8.949235314374855,21.003601966589518
MSitAE-SEPTEMBER-2021,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,4911,0,0,403,0,0,707,0,0,1,0,0,0,0,0,0,2021.0,4911,4911,707,14.396253308898391,0,0.0,0.0,8.499436469826978,3.750138021879313
MSitAE-SEPTEMBER-2021,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7733,0,0,393,0,0,0,0,0,0,0,0,477,0,2560,0,0,477,2021.0,7733,7733,0,0.0,2560,0.3310487521013837,0.0,8.953381472167242,21.003601966589518
MSitAE-SEPTEMBER-2021,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11516,0,4613,82,0,253,5858,0,800,0,0,15,868,36,3160,0,100,1511,2021.0,16129,16129,6658,41.27968255936511,3260,0.2021204042408085,0.002232004464008928,9.688436171119255,25.776044868739486
MSitAE-SEPTEMBER-2021,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,6742,0,8536,0,0,12,2802,0,161,0,0,1,299,3,1833,0,0,1152,2021.0,15278,15278,2963,19.393899725094908,1833,0.11997643670637519,0.00019636078020683335,9.634234615552714,18.73964891292969
MSitAE-SEPTEMBER-2021,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,18758,0,10347,846,0,0,0,0,0,0,0,0,806,8,2582,0,0,387,2021.0,29105,29105,0,0.0,2582,0.08871327950523965,0.0002748668613640268,10.278699617473272,3.1473637381581843
MSitAE-SEPTEMBER-2021,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,7858,0,3327,540,0,55,2929,0,1,207,0,0,490,9,2382,0,0,1591,2021.0,11185,11185,2930,26.195797943674563,2382,0.21296379079123826,0.0008046490835940993,9.322418275381533,25.85612102121125
MSitAE-SEPTEMBER-2021,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,146,146,0,0.0,0,0.0,0.0,4.990432586778736,0.14086381457291866
MSitAE-SEPTEMBER-2021,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,6790,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,2021.0,6790,6790,347,5.110456553755522,0,0.0,0.0,8.823353485113792,2.0996686547601167
MSitAE-SEPTEMBER-2021,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3399,0,10867,0,0,0,0,0,0,0,0,0,233,5,1348,0,552,2069,2021.0,14266,14266,0,0.0,1900,0.1331837936352166,0.00035048366746109633,9.565704457114814,18.73964891292969
MSitAE-SEPTEMBER-2021,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8985,799,7371,463,2,964,3832,0,54,186,0,12,888,5,2988,0,0,2659,2021.0,17155,17155,3886,22.652287962693094,2988,0.17417662489070243,0.0002914602156805596,9.75010324563677,21.909576546361155
MSitAE-SEPTEMBER-2021,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10488,1226,0,963,0,0,2758,84,0,240,0,0,158,0,3343,19,0,1318,2021.0,11714,11714,2842,24.26156735530135,3362,0.2870070001707359,0.0,9.368625350941896,21.056714766551785
