Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,Year,Total Attendance,Total_Attendances,Total_Over4hrs,Over4hr_Percentage,Total_Emergency,Emergency_Rate,Waited_12hr_Rate,Log_Total_Attendances,Prediction
MSitAE-OCTOBER-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6749,0,1170,0,0,0,2652,0,0,0,0,0,328,95,2041,0,0,317,2024.0,7919,7919,2652,33.48907690364945,2041,0.2577345624447531,0.011996464200025255,8.977146484808472,33.13830875936344
MSitAE-OCTOBER-2024,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12497,1243,0,266,0,0,4456,124,0,94,0,0,382,16,4045,3,0,1653,2024.0,13740,13740,4580,33.33333333333333,4048,0.29461426491994175,0.0011644832605531296,9.528139343331775,28.156119968410177
MSitAE-OCTOBER-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12732,0,5002,0,0,0,5066,0,0,0,0,0,313,692,1333,0,0,95,2024.0,17734,17734,5066,28.566595240780423,1333,0.07516634712980715,0.03902108943272809,9.783295367207723,30.441135883368204
MSitAE-OCTOBER-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9809,0,8514,343,0,0,3879,0,120,0,0,0,1465,0,1913,0,0,229,2024.0,18323,18323,3999,21.825028652513232,1913,0.10440430060579599,0.0,9.815966955006633,14.767027113486401
MSitAE-OCTOBER-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5551,0,0,0,0,0,39,0,0,0,0,0,0,0,4,0,225,2024.0,5551,5551,39,0.702576112412178,4,0.0007205908845253108,0.0,8.62191350218664,2.2340456341855055
MSitAE-OCTOBER-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5637,0,0,0,0,0,1136,0,0,0,0,0,0,0,1122,0,0,157,2024.0,5637,5637,1136,20.152563420259003,1122,0.19904204364023417,0.0,8.637284671674058,21.16187343105904
MSitAE-OCTOBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8389,0,2053,0,0,520,4590,0,0,0,0,0,502,171,2311,0,0,398,2024.0,10442,10442,4590,43.957096341696996,2311,0.22131775521930663,0.016376173146906724,9.253687176479549,32.01350092211143
MSitAE-OCTOBER-2024,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,6465,0,3343,18,0,2,3128,0,26,8,0,0,1151,3,1648,0,0,59,2024.0,9808,9808,3154,32.15742251223491,1648,0.16802610114192496,0.0003058727569331158,9.191055610564316,20.919718319689686
MSitAE-OCTOBER-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13764,0,0,389,0,0,3880,0,0,0,0,0,469,188,1490,0,0,291,2024.0,13764,13764,3880,28.189479802383026,1490,0.10825341470502761,0.013658820110433014,9.529884417576708,29.377884120556974
MSitAE-OCTOBER-2024,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,7641,0,0,0,0,0,41,0,0,0,0,0,0,0,0,28,2024.0,7641,7641,41,0.5365789818086638,0,0.0,0.0,8.941414628006845,2.1546226796037757
MSitAE-OCTOBER-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9335,0,3143,180,0,755,2974,0,77,14,0,72,527,387,3280,0,30,1010,2024.0,12478,12478,3051,24.451033819522358,3310,0.26526686969065555,0.031014585670780574,9.431802510507854,31.641474713591478
MSitAE-OCTOBER-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1004,0,0,38,0,0,14,0,0,1,0,0,0,0,0,0,2024.0,1004,1004,14,1.394422310756972,0,0.0,0.0,6.912742820493176,0.7610793096612869
MSitAE-OCTOBER-2024,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18434,0,2087,735,0,164,3668,0,2,79,0,0,887,168,5145,0,0,953,2024.0,20521,20521,3670,17.88411870766532,5145,0.2507187758881146,0.008186735539203743,9.929252760422154,29.449591819686205
MSitAE-OCTOBER-2024,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8674,0,7607,0,0,826,3662,0,145,0,0,0,966,27,4424,0,0,604,2024.0,16281,16281,3807,23.383084577114428,4424,0.2717277808488422,0.001658374792703151,9.697815482133922,26.54271806868218
MSitAE-OCTOBER-2024,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13269,0,5778,228,0,10,6573,0,72,89,0,0,786,487,3335,0,0,943,2024.0,19047,19047,6645,34.8873838399748,3335,0.17509319052869218,0.02556833097075655,9.854717388166698,30.373732405984512
MSitAE-OCTOBER-2024,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10608,0,2459,0,0,0,6001,0,244,0,0,0,461,1060,3261,0,208,2262,2024.0,13067,13067,6245,47.79214815948573,3469,0.2654779214815949,0.08112037958215351,9.477921772720961,33.37669670722973
MSitAE-OCTOBER-2024,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2162,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,2162,2162,0,0.0,0,0.0,0.0,7.679251425953058,2.5482630994119946
MSitAE-OCTOBER-2024,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3742,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,2024.0,3742,3742,219,5.852485301977552,0,0.0,0.0,8.22764270790443,3.8357405600653816
MSitAE-OCTOBER-2024,NNF16,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRIDLINGTON HOSPITAL,0,0,1507,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2024.0,1507,1507,8,0.53085600530856,0,0.0,0.0,7.318539548567902,0.7851386495792149
MSitAE-OCTOBER-2024,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,2749,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,2024.0,2749,2749,129,4.692615496544198,0,0.0,0.0,7.919356190660617,3.162291143565292
MSitAE-OCTOBER-2024,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1612,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2024.0,1612,1612,13,0.8064516129032258,0,0.0,0.0,7.385851078125209,0.7851386495792149
MSitAE-OCTOBER-2024,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5533,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,2024.0,5533,5533,126,2.277245617205856,0,0.0,0.0,8.618666160346871,2.7399431117658395
MSitAE-OCTOBER-2024,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,12481,1230,6020,553,0,1411,5966,44,284,274,0,59,925,2,4875,11,0,1509,2024.0,19731,19731,6294,31.899042116466475,4886,0.24763063200040544,0.00010136333688105013,9.88999696235363,24.75028786493193
MSitAE-OCTOBER-2024,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13526,0,4825,0,0,0,5454,0,0,0,0,0,898,214,4188,4,0,2535,2024.0,18351,18351,5454,29.720451201569396,4192,0.2284344177429023,0.0116614898370661,9.817493839369153,30.843636169335877
MSitAE-OCTOBER-2024,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13495,0,14954,0,0,0,7150,0,100,0,0,0,691,674,6502,0,0,293,2024.0,28449,28449,7250,25.4841997961264,6502,0.22854933389574325,0.02369151815529544,10.255903439554476,35.13838298216488
MSitAE-OCTOBER-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9611,1056,3218,0,0,0,2598,0,0,0,0,0,754,62,2692,0,39,1456,2024.0,13885,13885,2598,18.71083903492978,2731,0.19668707238026648,0.004465250270075621,9.538636417313219,26.050046238675908
MSitAE-OCTOBER-2024,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,31183,0,5670,4,0,1,10649,0,274,3,0,0,3190,40,9034,0,228,1274,2024.0,36853,36853,10923,29.63937806962798,9262,0.2513228231080238,0.001085393319404119,10.514719439894806,29.088397051057097
MSitAE-OCTOBER-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6235,0,6588,0,0,0,3739,0,63,0,0,0,468,13,2080,0,0,100,2024.0,12823,12823,3802,29.64984792950168,2080,0.1622085315448803,0.001013803322155502,9.459073694289389,22.39181530976917
MSitAE-OCTOBER-2024,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,10098,0,4486,23,0,151,3507,0,285,7,0,0,1168,100,4238,0,0,737,2024.0,14584,14584,3792,26.001097092704335,4238,0.2905924300603401,0.006856829402084476,9.587748882301822,28.48080962728867
MSitAE-OCTOBER-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17574,0,7443,449,0,0,6758,0,147,78,0,0,610,393,7520,0,7,720,2024.0,25017,25017,6905,27.60123116280929,7527,0.30087540472478713,0.015709317663988486,10.127350844774687,34.572429544877544
MSitAE-OCTOBER-2024,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5891,0,0,0,0,0,1058,0,0,0,0,0,0,0,951,0,0,336,2024.0,5891,5891,1058,17.95959938889832,951,0.16143269393990833,0.0,8.681350777582521,21.16187343105904
MSitAE-OCTOBER-2024,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,11390,397,6558,0,0,0,6641,0,240,0,0,0,969,785,4848,0,0,1624,2024.0,18345,18345,6881,37.50885799945489,4848,0.2642681929681112,0.04279095121286454,9.8171668460696,33.07542777597856
MSitAE-OCTOBER-2024,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6010,243,0,439,0,0,2557,0,0,0,0,0,509,212,1591,0,0,543,2024.0,6253,6253,2557,40.89237166160243,1591,0.25443786982248523,0.03390372621141852,8.740976538017787,34.03056602351235
MSitAE-OCTOBER-2024,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4852,0,334,353,0,34,420,0,0,31,0,0,7,0,1148,0,0,143,2024.0,5186,5186,420,8.098727342846123,1148,0.22136521403779405,0.0,8.553910774351401,16.299320750756717
MSitAE-OCTOBER-2024,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8699,0,5036,532,0,179,3453,0,127,202,0,0,758,0,2139,0,0,469,2024.0,13735,13735,3580,26.06479796141245,2139,0.15573352748452857,0.0,9.527775402577312,21.12428935849144
MSitAE-OCTOBER-2024,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6319,0,11920,0,0,0,3890,0,855,0,0,0,565,689,2354,0,46,1313,2024.0,18239,18239,4745,26.01568068424804,2400,0.13158616152201327,0.037776193870277974,9.811372263628323,29.548632345685483
MSitAE-OCTOBER-2024,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1427,0,0,139,0,0,146,0,0,0,0,0,0,0,113,0,8,2024.0,1427,1427,146,10.2312543798178,113,0.07918710581639804,0.0,7.2640301428995295,10.95105493642767
MSitAE-OCTOBER-2024,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11235,0,5746,229,0,280,5553,0,123,95,0,12,676,573,2846,0,20,406,2024.0,16981,16981,5676,33.42559331017019,2866,0.16877686826453095,0.03374359578352276,9.739909238559308,30.373732405984512
MSitAE-OCTOBER-2024,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12376,0,4635,1180,0,75,5046,0,5,409,0,0,1712,109,4090,0,0,2289,2024.0,17011,17011,5051,29.69255187819646,4090,0.24043266121921109,0.006407618599729587,9.741674256373525,26.5678153605863
MSitAE-OCTOBER-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13787,540,8450,755,0,547,7662,0,83,381,0,22,998,1126,5134,0,0,3897,2024.0,22777,22777,7745,34.003600122931026,5134,0.22540281863283138,0.04943583439434517,10.033550436834297,35.74701279205814
MSitAE-OCTOBER-2024,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9604,154,5208,0,0,0,4906,0,106,0,0,0,577,718,2947,0,0,1484,2024.0,14966,14966,5012,33.489242282507014,2947,0.1969130028063611,0.047975410931444605,9.613603056529147,32.99767711209577
MSitAE-OCTOBER-2024,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12224,837,6415,0,0,0,5748,157,229,0,0,0,102,39,1854,33,120,586,2024.0,19476,19476,6134,31.495173546929557,2007,0.10304990757855823,0.002002464571780653,9.8769895612299,21.5264109384145
MSitAE-OCTOBER-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,13180,0,8034,105,0,774,4103,0,84,18,0,0,984,553,5950,0,0,957,2024.0,21214,21214,4187,19.736966154426323,5950,0.2804751579145847,0.02606769114735552,9.962463757636426,34.20384079809564
MSitAE-OCTOBER-2024,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,9228,0,2817,422,0,346,4461,0,0,0,0,0,582,475,1905,0,0,339,2024.0,12045,12045,4461,37.03611457036114,1905,0.1581569115815691,0.039435450394354504,9.396487933603666,31.08486996067971
MSitAE-OCTOBER-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,11331,0,3867,0,0,0,3976,0,18,0,0,0,678,168,3152,0,0,433,2024.0,15198,15198,3994,26.27977365442821,3152,0.2073957099618371,0.011054086063955783,9.628984915196462,30.456505738275265
MSitAE-OCTOBER-2024,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,9056,0,1685,317,0,26,4164,0,46,77,0,0,776,725,2430,0,0,776,2024.0,10741,10741,4210,39.19560562331254,2430,0.22623591844334792,0.0674983707289824,9.281916570465405,34.47929427639693
MSitAE-OCTOBER-2024,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,4116,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,2024.0,4116,4116,449,10.908649173955297,0,0.0,0.0,8.322880021769905,3.824001951149958
MSitAE-OCTOBER-2024,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4690,376,1679,134,0,0,2061,0,0,61,0,0,483,3,1412,0,0,1040,2024.0,6745,6745,2061,30.555967383246852,1412,0.20934025203854706,0.00044477390659747963,8.816705015621595,25.874195491083707
MSitAE-OCTOBER-2024,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35181,336,1655,14,0,218,13653,0,18,5,0,5,2234,2232,11498,0,0,7137,2024.0,37172,37172,13671,36.77768212633165,11498,0.3093188421392446,0.060045195308296564,10.523337970284603,39.840483498243735
MSitAE-OCTOBER-2024,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,20565,0,9671,1830,0,32,9532,0,1,437,0,0,970,1095,4166,0,1,2043,2024.0,30236,30236,9533,31.528641354676544,4167,0.1378158486572298,0.03621510781849451,10.316821619022988,34.843139206727614
MSitAE-OCTOBER-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10318,0,0,0,0,0,3390,0,0,0,0,0,465,385,2878,0,0,584,2024.0,10318,10318,3390,32.85520449699554,2878,0.27893002519868193,0.03731343283582089,9.241742135115715,33.42571036082788
MSitAE-OCTOBER-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4918,0,11890,0,0,0,2682,0,39,0,0,0,228,3,1760,0,543,2470,2024.0,16808,16808,2721,16.188719657306045,2303,0.13701808662541648,0.00017848643503093765,9.729669736233394,18.73964891292969
MSitAE-OCTOBER-2024,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9919,0,4728,0,0,0,5907,0,107,0,0,0,963,575,3652,0,0,2344,2024.0,14647,14647,6014,41.05960264900662,3652,0.24933433467604288,0.03925718577183041,9.592059086354347,32.50510398601559
MSitAE-OCTOBER-2024,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22203,1913,0,0,0,0,9625,174,0,0,0,0,1490,1105,6432,2,0,3643,2024.0,24116,24116,9799,40.632774921214136,6434,0.2667938298225245,0.0458202023552828,10.090672264996071,35.81636378336967
MSitAE-OCTOBER-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8782,0,2483,1446,0,1457,4124,0,61,0,0,0,236,71,3450,0,0,475,2024.0,11265,11265,4185,37.150466045272964,3450,0.3062583222370173,0.0063027075011096315,9.329544619454659,29.448937440852827
MSitAE-OCTOBER-2024,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,13983,1112,8755,862,0,0,6437,159,257,0,0,0,887,185,2773,33,0,566,2024.0,23850,23850,6853,28.733752620545072,2806,0.11765199161425577,0.007756813417190775,10.079581424158677,27.528454374611773
MSitAE-OCTOBER-2024,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13289,0,10241,0,0,0,4885,0,577,0,0,0,476,1119,4103,0,69,1632,2024.0,23530,23530,5462,23.212919677008077,4172,0.17730556736081599,0.04755631109222269,10.066073979755881,35.15734144319736
MSitAE-OCTOBER-2024,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3175,0,0,172,0,0,48,0,0,0,0,0,0,0,0,0,2024.0,3175,3175,48,1.5118110236220472,0,0.0,0.0,8.063377822367027,3.112025685563332
MSitAE-OCTOBER-2024,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1192,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,2024.0,1192,1192,45,3.7751677852348995,0,0.0,0.0,7.084226422097916,0.7610793096612869
MSitAE-OCTOBER-2024,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,22675,1532,5384,1305,0,1062,9442,34,445,420,0,28,1479,1413,8823,31,48,1478,2024.0,29591,29591,9921,33.52708593829205,8902,0.30083471325740935,0.047751005373255384,10.29525933351229,39.48281838427019
MSitAE-OCTOBER-2024,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7773,0,0,481,0,0,199,0,0,7,0,0,0,0,0,0,2024.0,7773,7773,199,2.560144088511514,0,0.0,0.0,8.958540111412168,2.1546226796037757
MSitAE-OCTOBER-2024,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,352,352,0,0.0,0,0.0,0.0,5.8664680569332965,0.13429263603326294
MSitAE-OCTOBER-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4072,291,1357,20,0,14,1920,0,0,6,0,0,263,121,985,0,0,318,2024.0,5720,5720,1920,33.56643356643357,985,0.17220279720279721,0.021153846153846155,8.651898894268529,33.263252754655134
MSitAE-OCTOBER-2024,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6970,0,1411,771,0,7,2175,0,0,189,0,0,378,30,2445,0,0,1104,2024.0,8381,8381,2175,25.951557093425603,2445,0.29173129698126715,0.003579525116334566,9.033841828485016,29.854213760337462
MSitAE-OCTOBER-2024,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16766,0,8207,0,0,865,6847,0,0,0,0,0,81,49,4735,0,0,2331,2024.0,24973,24973,6847,27.417611019901493,4735,0.1896047731550074,0.001962119088615705,10.125590562675091,24.520900272077185
MSitAE-OCTOBER-2024,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8824,0,0,0,0,0,3593,0,0,0,0,0,742,123,2539,0,12,1668,2024.0,8824,8824,3593,40.718495013599274,2551,0.2890979147778785,0.013939256572982775,9.085343881801498,34.31027206552821
MSitAE-OCTOBER-2024,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14759,0,12190,830,0,276,7564,0,282,0,0,0,1263,541,6386,0,386,1167,2024.0,26949,26949,7846,29.114252847972093,6772,0.25128947270770713,0.020074956399124273,10.201738576337144,34.243209342512216
MSitAE-OCTOBER-2024,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11958,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,2024.0,11958,11958,86,0.7191838100016725,0,0.0,0.0,9.389239411968807,2.4300907131198524
MSitAE-OCTOBER-2024,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,7336,0,6024,248,0,127,4047,0,307,117,0,11,1195,213,2948,0,266,681,2024.0,13360,13360,4354,32.58982035928143,3214,0.2405688622754491,0.01594311377245509,9.500095294588894,31.295193965078727
MSitAE-OCTOBER-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9401,1200,7950,373,2,992,5243,0,193,186,0,28,1514,18,3820,0,0,3123,2024.0,18551,18551,5436,29.303002533556143,3820,0.20591881839253948,0.0009702980971376206,9.828332878935367,25.342797767049454
MSitAE-OCTOBER-2024,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10724,763,7247,0,0,0,4889,67,353,0,0,0,189,76,2185,0,0,288,2024.0,18734,18734,5309,28.33884915127576,2185,0.11663286004056796,0.004056795131845842,9.838148711227788,23.74603880200796
MSitAE-OCTOBER-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15923,0,8840,60,0,1252,7443,0,542,19,0,1,1818,828,4072,0,0,311,2024.0,24763,24763,7985,32.24568913298065,4072,0.16443888058797398,0.03343698259500061,10.117146264639123,35.16964993301723
MSitAE-OCTOBER-2024,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,9209,0,0,0,0,0,2424,0,0,0,0,0,237,331,1357,0,0,50,2024.0,9209,9209,2424,26.32207622977522,1357,0.14735584754044956,0.03594309914214355,9.128045129249353,33.241490250773296
MSitAE-OCTOBER-2024,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6953,0,1734,0,0,0,2358,0,29,0,0,0,523,380,1151,0,0,39,2024.0,8687,8687,2387,27.47784045124899,1151,0.13249683435017842,0.043743524807183146,9.069698042173716,32.64660664425175
MSitAE-OCTOBER-2024,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,13049,65,604,0,0,153,5325,0,0,0,0,0,241,23,4536,6,0,1205,2024.0,13718,13718,5325,38.817611896777954,4542,0.33109782767167223,0.0016766292462458085,9.526537012326164,28.223043346405465
MSitAE-OCTOBER-2024,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,10125,0,4534,0,0,741,2666,0,116,0,0,0,2207,70,3683,0,0,2575,2024.0,14659,14659,2782,18.97810218978102,3683,0.2512449689610478,0.004775223412238215,9.592877975440642,26.205512207581606
MSitAE-OCTOBER-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13574,0,4089,0,0,0,5246,0,2,0,0,0,1059,271,4266,0,519,1213,2024.0,17663,17663,5248,29.711826982958726,4785,0.270905282228387,0.015342806997678763,9.779283949076822,31.209493495827388
MSitAE-OCTOBER-2024,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,9262,0,6334,351,0,910,3029,0,469,68,0,0,338,693,1830,0,0,622,2024.0,15596,15596,3498,22.42882790459092,1830,0.11733777891767119,0.044434470377019746,9.654833867051826,29.991217227249486
MSitAE-OCTOBER-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19934,0,6442,580,0,0,6299,0,76,0,0,0,1181,72,2850,0,0,397,2024.0,26376,26376,6375,24.169699727024568,2850,0.10805277525022748,0.00272975432211101,10.180247697287351,22.699506830291554
MSitAE-OCTOBER-2024,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7459,0,5095,0,0,0,3748,0,39,0,0,0,1249,429,2418,0,0,808,2024.0,12554,12554,3787,30.165684244065638,2418,0.19260793372630236,0.034172375338537515,9.437874271591685,31.76796673530722
